"","Palabra","Puntuacion","Word","id","screenName","Fecha","Hora","favoriteCount","retweetCount","Tipo"
"1","abrazo",2,"hug",1335629389900484608,"ClaudiaPavlovic",2020-12-06,"16:57:16",53,15,"Positiva"
"2","abrazo",2,"hug",1329167620038389760,"ClaudiaPavlovic",2020-11-18,"21:00:30",111,24,"Positiva"
"3","abrazo",2,"hug",1317177287708639232,"ClaudiaPavlovic",2020-10-16,"18:55:12",347,125,"Positiva"
"4","abrazo",2,"hug",1310800777892392960,"ClaudiaPavlovic",2020-09-29,"04:37:13",199,127,"Positiva"
"5","abrazo",2,"hug",1306699287724785664,"ClaudiaPavlovic",2020-09-17,"20:59:22",103,29,"Positiva"
"6","abrazo",2,"hug",1299398920997486592,"ClaudiaPavlovic",2020-08-28,"17:30:19",56,24,"Positiva"
"7","abrazo",2,"hug",1320096293134299136,"lopezobrador_",2020-10-24,"20:14:17",11909,2174,"Positiva"
"8","abrazo",2,"hug",1337249427623473152,"CelidaLopezc",2020-12-11,"04:14:43",21,3,"Positiva"
"9","accidente",-2,"accident",1336118678048436224,"CelidaLopezc",2020-12-08,"01:21:31",265,31,"Negativa"
"10","aceptado",1,"accepted",1314797738786201600,"CelidaLopezc",2020-10-10,"05:19:43",47,15,"Positiva"
"11","aceptado",-1,"admitted",1314797738786201600,"CelidaLopezc",2020-10-10,"05:19:43",47,15,"Negativa"
"12","aceptar",1,"accept",1311869155948158976,"ClaudiaPavlovic",2020-10-02,"03:22:34",42,33,"Positiva"
"13","aceptar",1,"accepting",1311869155948158976,"ClaudiaPavlovic",2020-10-02,"03:22:34",42,33,"Positiva"
"14","acuerdo",1,"agreement",1335365686932148224,"ClaudiaPavlovic",2020-12-05,"23:29:24",117,60,"Positiva"
"15","advertencia",-3,"warning",1305558223102136320,"ClaudiaPavlovic",2020-09-14,"17:25:11",48,33,"Negativa"
"16","advertencia",-3,"warning",1305349737197916160,"ClaudiaPavlovic",2020-09-14,"03:36:44",49,42,"Negativa"
"17","afecto",3,"affection",1325595110961152000,"lopezobrador_",2020-11-09,"00:24:37",17581,4045,"Positiva"
"18","afecto",3,"affection",1320096293134299136,"lopezobrador_",2020-10-24,"20:14:17",11909,2174,"Positiva"
"19","alegría",3,"glee",1334665670433247232,"ClaudiaPavlovic",2020-12-04,"01:07:47",97,48,"Positiva"
"20","alegría",3,"glee",1337563075130494976,"lopezobrador_",2020-12-12,"01:01:02",16425,3897,"Positiva"
"21","alegría",3,"joy",1334665670433247232,"ClaudiaPavlovic",2020-12-04,"01:07:47",97,48,"Positiva"
"22","alegría",3,"joy",1337563075130494976,"lopezobrador_",2020-12-12,"01:01:02",16425,3897,"Positiva"
"23","alegría",3,"mirth",1334665670433247232,"ClaudiaPavlovic",2020-12-04,"01:07:47",97,48,"Positiva"
"24","alegría",3,"mirth",1337563075130494976,"lopezobrador_",2020-12-12,"01:01:02",16425,3897,"Positiva"
"25","alegría",4,"rejoicing",1334665670433247232,"ClaudiaPavlovic",2020-12-04,"01:07:47",97,48,"Positiva"
"26","alegría",4,"rejoicing",1337563075130494976,"lopezobrador_",2020-12-12,"01:01:02",16425,3897,"Positiva"
"27","alerta",-1,"alert",1326340811391262720,"ClaudiaPavlovic",2020-11-11,"01:47:46",307,228,"Negativa"
"28","alerta",-1,"alert",1304263308883775488,"ClaudiaPavlovic",2020-09-11,"03:39:39",76,52,"Negativa"
"29","amado",3,"beloved",1314282892994973696,"lopezobrador_",2020-10-08,"19:13:54",11280,3049,"Positiva"
"30","amado",3,"loved",1314282892994973696,"lopezobrador_",2020-10-08,"19:13:54",11280,3049,"Positiva"
"31","amor",3,"love",1.30610979981e+18,"ClaudiaPavlovic",2020-09-16,"05:56:57",427,180,"Positiva"
"32","amor",3,"love",1299431466863079424,"ClaudiaPavlovic",2020-08-28,"19:39:38",113,105,"Positiva"
"33","amor",3,"love",1299383919603720192,"ClaudiaPavlovic",2020-08-28,"16:30:42",102,82,"Positiva"
"34","amor",3,"love",1301130401360928768,"lopezobrador_",2020-09-02,"12:10:36",6552,2064,"Positiva"
"35","amor",3,"love",1338587713931522048,"CelidaLopezc",2020-12-14,"20:52:35",118,50,"Positiva"
"36","amor",3,"love",1333879940949786624,"CelidaLopezc",2020-12-01,"21:05:34",156,56,"Positiva"
"37","amor",3,"love",1326709198709805056,"CelidaLopezc",2020-11-12,"02:11:36",99,47,"Positiva"
"38","amor",3,"love",1323484189786779648,"CelidaLopezc",2020-11-03,"04:36:34",111,47,"Positiva"
"39","amor",3,"love",1323398955837829120,"CelidaLopezc",2020-11-02,"22:57:53",77,37,"Positiva"
"40","amor",3,"love",1323169174185717760,"CelidaLopezc",2020-11-02,"07:44:49",189,25,"Positiva"
"41","amor",3,"love",1317561940097589248,"CelidaLopezc",2020-10-17,"20:23:40",38,17,"Positiva"
"42","amor",3,"love",1314951592198590464,"CelidaLopezc",2020-10-10,"15:31:04",118,41,"Positiva"
"43","amor",3,"love",1306381985812811776,"CelidaLopezc",2020-09-16,"23:58:31",235,57,"Positiva"
"44","amor",3,"love",1299507109130833920,"CelidaLopezc",2020-08-29,"00:40:13",69,27,"Positiva"
"45","ánimo",2,"encouragement",1299404724572057600,"lopezobrador_",2020-08-28,"17:53:22",15872,4995,"Positiva"
"46","apoyo",2,"backing",1323673992608260096,"ClaudiaPavlovic",2020-11-03,"17:10:47",488,167,"Positiva"
"47","apoyo",2,"backing",1320822670418587648,"ClaudiaPavlovic",2020-10-26,"20:20:38",55,31,"Positiva"
"48","apoyo",2,"backing",1313899087750520832,"ClaudiaPavlovic",2020-10-07,"17:48:48",265,206,"Positiva"
"49","apoyo",2,"backing",1313683678485049344,"ClaudiaPavlovic",2020-10-07,"03:32:50",232,163,"Positiva"
"50","apoyo",2,"backing",1307517982323556352,"ClaudiaPavlovic",2020-09-20,"03:12:34",214,59,"Positiva"
"51","apoyo",2,"backing",1299198162884648960,"ClaudiaPavlovic",2020-08-28,"04:12:34",43,23,"Positiva"
"52","apoyo",2,"backing",1327694616015958016,"lopezobrador_",2020-11-14,"19:27:18",11755,2666,"Positiva"
"53","apoyo",2,"backing",1316713270779080704,"lopezobrador_",2020-10-15,"12:11:21",9361,2851,"Positiva"
"54","apoyo",2,"backing",1308098462274277376,"lopezobrador_",2020-09-21,"17:39:11",16039,4188,"Positiva"
"55","apoyo",2,"backing",1326745064756928512,"CelidaLopezc",2020-11-12,"04:34:07",81,29,"Positiva"
"56","apoyo",2,"backing",1316783789918490624,"CelidaLopezc",2020-10-15,"16:51:34",190,92,"Positiva"
"57","apoyo",2,"backing",1307530526476185600,"CelidaLopezc",2020-09-20,"04:02:24",82,13,"Positiva"
"58","apoyo",2,"support",1323673992608260096,"ClaudiaPavlovic",2020-11-03,"17:10:47",488,167,"Positiva"
"59","apoyo",2,"support",1320822670418587648,"ClaudiaPavlovic",2020-10-26,"20:20:38",55,31,"Positiva"
"60","apoyo",2,"support",1313899087750520832,"ClaudiaPavlovic",2020-10-07,"17:48:48",265,206,"Positiva"
"61","apoyo",2,"support",1313683678485049344,"ClaudiaPavlovic",2020-10-07,"03:32:50",232,163,"Positiva"
"62","apoyo",2,"support",1307517982323556352,"ClaudiaPavlovic",2020-09-20,"03:12:34",214,59,"Positiva"
"63","apoyo",2,"support",1299198162884648960,"ClaudiaPavlovic",2020-08-28,"04:12:34",43,23,"Positiva"
"64","apoyo",2,"support",1327694616015958016,"lopezobrador_",2020-11-14,"19:27:18",11755,2666,"Positiva"
"65","apoyo",2,"support",1316713270779080704,"lopezobrador_",2020-10-15,"12:11:21",9361,2851,"Positiva"
"66","apoyo",2,"support",1308098462274277376,"lopezobrador_",2020-09-21,"17:39:11",16039,4188,"Positiva"
"67","apoyo",2,"support",1326745064756928512,"CelidaLopezc",2020-11-12,"04:34:07",81,29,"Positiva"
"68","apoyo",2,"support",1316783789918490624,"CelidaLopezc",2020-10-15,"16:51:34",190,92,"Positiva"
"69","apoyo",2,"support",1307530526476185600,"CelidaLopezc",2020-09-20,"04:02:24",82,13,"Positiva"
"70","apoyo",2,"supportive",1323673992608260096,"ClaudiaPavlovic",2020-11-03,"17:10:47",488,167,"Positiva"
"71","apoyo",2,"supportive",1320822670418587648,"ClaudiaPavlovic",2020-10-26,"20:20:38",55,31,"Positiva"
"72","apoyo",2,"supportive",1313899087750520832,"ClaudiaPavlovic",2020-10-07,"17:48:48",265,206,"Positiva"
"73","apoyo",2,"supportive",1313683678485049344,"ClaudiaPavlovic",2020-10-07,"03:32:50",232,163,"Positiva"
"74","apoyo",2,"supportive",1307517982323556352,"ClaudiaPavlovic",2020-09-20,"03:12:34",214,59,"Positiva"
"75","apoyo",2,"supportive",1299198162884648960,"ClaudiaPavlovic",2020-08-28,"04:12:34",43,23,"Positiva"
"76","apoyo",2,"supportive",1327694616015958016,"lopezobrador_",2020-11-14,"19:27:18",11755,2666,"Positiva"
"77","apoyo",2,"supportive",1316713270779080704,"lopezobrador_",2020-10-15,"12:11:21",9361,2851,"Positiva"
"78","apoyo",2,"supportive",1308098462274277376,"lopezobrador_",2020-09-21,"17:39:11",16039,4188,"Positiva"
"79","apoyo",2,"supportive",1326745064756928512,"CelidaLopezc",2020-11-12,"04:34:07",81,29,"Positiva"
"80","apoyo",2,"supportive",1316783789918490624,"CelidaLopezc",2020-10-15,"16:51:34",190,92,"Positiva"
"81","apoyo",2,"supportive",1307530526476185600,"CelidaLopezc",2020-09-20,"04:02:24",82,13,"Positiva"
"82","asegura",2,"secures",1318886388952047616,"lopezobrador_",2020-10-21,"12:06:33",6962,2187,"Positiva"
"83","ausencia",-2,"lack",1323131813515218944,"CelidaLopezc",2020-11-02,"05:16:21",105,40,"Negativa"
"84","autoridad",1,"authority",1326181453529554944,"CelidaLopezc",2020-11-10,"15:14:32",126,56,"Positiva"
"85","avanzado",1,"advanced",1318032729703813120,"ClaudiaPavlovic",2020-10-19,"03:34:25",135,88,"Positiva"
"86","avanzado",1,"advanced",1314326286689423360,"ClaudiaPavlovic",2020-10-08,"22:06:20",126,78,"Positiva"
"87","avanzado",1,"advanced",1334483940065726464,"lopezobrador_",2020-12-03,"13:05:39",8027,1885,"Positiva"
"88","avanzado",1,"advanced",1307761266266501120,"lopezobrador_",2020-09-20,"19:19:17",8331,2585,"Positiva"
"89","ayuda",2,"help",1310297110336671744,"ClaudiaPavlovic",2020-09-27,"19:15:49",88,51,"Positiva"
"90","ayuda",2,"help",1338679935041298432,"CelidaLopezc",2020-12-15,"02:59:02",6,0,"Positiva"
"91","ayuda",2,"help",1307913587260882944,"CelidaLopezc",2020-09-21,"05:24:33",50,15,"Positiva"
"92","ayuda",2,"helps",1310297110336671744,"ClaudiaPavlovic",2020-09-27,"19:15:49",88,51,"Positiva"
"93","ayuda",2,"helps",1338679935041298432,"CelidaLopezc",2020-12-15,"02:59:02",6,0,"Positiva"
"94","ayuda",2,"helps",1307913587260882944,"CelidaLopezc",2020-09-21,"05:24:33",50,15,"Positiva"
"95","belleza",3,"beauties",1306801981105733632,"ClaudiaPavlovic",2020-09-18,"03:47:26",50,26,"Positiva"
"96","bendición",3,"blessing",1315178077031288832,"CelidaLopezc",2020-10-11,"06:31:03",188,38,"Positiva"
"97","bendición",4,"godsend",1315178077031288832,"CelidaLopezc",2020-10-11,"06:31:03",188,38,"Positiva"
"98","beneficio",2,"benefit",1318368041936187392,"ClaudiaPavlovic",2020-10-20,"01:46:49",99,69,"Positiva"
"99","beneficio",2,"benefit",1303207199523647488,"ClaudiaPavlovic",2020-09-08,"05:43:03",83,45,"Positiva"
"100","beneficio",2,"benefits",1299160741740593152,"ClaudiaPavlovic",2020-08-28,"01:43:52",26,24,"Positiva"
"101","biene",2,"assets",1301200349819277312,"lopezobrador_",2020-09-02,"16:48:33",7891,2364,"Positiva"
"102","bondad",3,"goodness",1299570437672722432,"ClaudiaPavlovic",2020-08-29,"04:51:51",195,126,"Positiva"
"103","bonita",1,"pretty",1332876485506449408,"CelidaLopezc",2020-11-29,"02:38:12",73,26,"Positiva"
"104","bonita",1,"pretty",1322315200138280960,"CelidaLopezc",2020-10-30,"23:11:25",227,60,"Positiva"
"105","bonita",1,"pretty",1317595260877524992,"CelidaLopezc",2020-10-17,"22:36:04",98,47,"Positiva"
"106","bonito",3,"nice",1325644134506508288,"ClaudiaPavlovic",2020-11-09,"03:39:25",83,46,"Positiva"
"107","bonito",3,"nice",1304597083840708608,"ClaudiaPavlovic",2020-09-12,"01:45:57",73,44,"Positiva"
"108","bonito",3,"nice",1302834575543066624,"ClaudiaPavlovic",2020-09-07,"05:02:22",390,106,"Positiva"
"109","bonito",3,"nice",1332876485506449408,"CelidaLopezc",2020-11-29,"02:38:12",73,26,"Positiva"
"110","bueno",3,"good",1323111256753012736,"ClaudiaPavlovic",2020-11-02,"03:54:40",97,48,"Positiva"
"111","cáncer",-1,"cancer",1321657130756263936,"ClaudiaPavlovic",2020-10-29,"03:36:29",82,45,"Negativa"
"112","cáncer",-1,"cancer",1318399403724480512,"ClaudiaPavlovic",2020-10-20,"03:51:27",57,44,"Negativa"
"113","cáncer",-1,"cancer",1313966993192611840,"ClaudiaPavlovic",2020-10-07,"22:18:38",77,71,"Negativa"
"114","cáncer",-1,"cancer",1313167114602070016,"ClaudiaPavlovic",2020-10-05,"17:20:12",124,93,"Negativa"
"115","cáncer",-1,"cancer",1311833725630545920,"ClaudiaPavlovic",2020-10-02,"01:01:47",159,169,"Negativa"
"116","cáncer",-1,"cancer",1322011381588234240,"CelidaLopezc",2020-10-30,"03:04:09",131,55,"Negativa"
"117","capaz",1,"capable",1337223777013395456,"CelidaLopezc",2020-12-11,"02:32:47",130,38,"Positiva"
"118","cargo",-2,"charges",1325788292642562048,"lopezobrador_",2020-11-09,"13:12:15",10703,2661,"Negativa"
"119","cariño",2,"fondness",1325499552284241920,"ClaudiaPavlovic",2020-11-08,"18:04:54",193,52,"Positiva"
"120","cariño",2,"fondness",1323673992608260096,"ClaudiaPavlovic",2020-11-03,"17:10:47",488,167,"Positiva"
"121","cariño",2,"fondness",1317177287708639232,"ClaudiaPavlovic",2020-10-16,"18:55:12",347,125,"Positiva"
"122","cariño",2,"fondness",1309339286337060864,"ClaudiaPavlovic",2020-09-25,"03:49:46",130,52,"Positiva"
"123","cariño",2,"fondness",1332571727247773696,"CelidaLopezc",2020-11-28,"06:27:12",103,34,"Positiva"
"124","castigar",-3,"chastise",1312001324809027584,"lopezobrador_",2020-10-02,"12:07:46",8581,2741,"Negativa"
"125","castigar",-2,"punish",1312001324809027584,"lopezobrador_",2020-10-02,"12:07:46",8581,2741,"Negativa"
"126","celebrando",3,"celebrating",1309286421556011008,"ClaudiaPavlovic",2020-09-25,"00:19:42",51,39,"Positiva"
"127","celebrar",3,"celebrate",1305676568782606336,"ClaudiaPavlovic",2020-09-15,"01:15:26",235,166,"Positiva"
"128","cielo",2,"heaven",1331400413774483456,"CelidaLopezc",2020-11-25,"00:52:49",53,6,"Positiva"
"129","claro",1,"clear",1322667762402029568,"CelidaLopezc",2020-10-31,"22:32:23",72,15,"Positiva"
"130","combate",-1,"combat",1305558223102136320,"ClaudiaPavlovic",2020-09-14,"17:25:11",48,33,"Negativa"
"131","combate",-1,"combat",1305547856770732032,"ClaudiaPavlovic",2020-09-14,"16:43:59",78,72,"Negativa"
"132","combate",-1,"combat",1305349737197916160,"ClaudiaPavlovic",2020-09-14,"03:36:44",49,42,"Negativa"
"133","combate",-1,"combat",1336755093740326912,"CelidaLopezc",2020-12-09,"19:30:24",83,42,"Negativa"
"134","compartir",1,"share",1331357385852559360,"ClaudiaPavlovic",2020-11-24,"22:01:50",449,150,"Positiva"
"135","compartir",1,"share",1325644134506508288,"ClaudiaPavlovic",2020-11-09,"03:39:25",83,46,"Positiva"
"136","compartir",1,"share",1321293662630912000,"ClaudiaPavlovic",2020-10-28,"03:32:12",65,41,"Positiva"
"137","compartir",1,"share",1316804277617274880,"ClaudiaPavlovic",2020-10-15,"18:12:59",138,103,"Positiva"
"138","compartir",1,"share",1311869155948158976,"ClaudiaPavlovic",2020-10-02,"03:22:34",42,33,"Positiva"
"139","compromiso",2,"commitment",1321581284204912640,"ClaudiaPavlovic",2020-10-28,"22:35:06",56,30,"Positiva"
"140","compromiso",2,"commitment",1305721098655465472,"ClaudiaPavlovic",2020-09-15,"04:12:23",113,65,"Positiva"
"141","compromiso",2,"commitment",1320101189594218496,"lopezobrador_",2020-10-24,"20:33:44",10215,2769,"Positiva"
"142","concesión",1,"granting",1333787825351790592,"CelidaLopezc",2020-12-01,"14:59:32",230,99,"Positiva"
"143","concesión",1,"granting",1316804745256861696,"CelidaLopezc",2020-10-15,"18:14:50",131,69,"Positiva"
"144","confianza",2,"confidence",1331223313541070848,"lopezobrador_",2020-11-24,"13:09:05",7807,1839,"Positiva"
"145","confianza",2,"confidence",1328686481330737152,"lopezobrador_",2020-11-17,"13:08:37",8224,1959,"Positiva"
"146","confianza",2,"confidence",1308016460728475648,"lopezobrador_",2020-09-21,"12:13:20",7823,2609,"Positiva"
"147","confianza",2,"confidence",1331101718592032768,"CelidaLopezc",2020-11-24,"05:05:55",51,22,"Positiva"
"148","confianza",2,"confidence",1307416994917101568,"CelidaLopezc",2020-09-19,"20:31:16",87,54,"Positiva"
"149","confianza",1,"trust",1331223313541070848,"lopezobrador_",2020-11-24,"13:09:05",7807,1839,"Positiva"
"150","confianza",1,"trust",1328686481330737152,"lopezobrador_",2020-11-17,"13:08:37",8224,1959,"Positiva"
"151","confianza",1,"trust",1308016460728475648,"lopezobrador_",2020-09-21,"12:13:20",7823,2609,"Positiva"
"152","confianza",1,"trust",1331101718592032768,"CelidaLopezc",2020-11-24,"05:05:55",51,22,"Positiva"
"153","confianza",1,"trust",1307416994917101568,"CelidaLopezc",2020-09-19,"20:31:16",87,54,"Positiva"
"154","contagio",-2,"contagion",1335994609525170176,"ClaudiaPavlovic",2020-12-07,"17:08:31",74,46,"Negativa"
"155","contagio",-2,"contagion",1328050052015636480,"ClaudiaPavlovic",2020-11-15,"18:59:41",121,71,"Negativa"
"156","contagio",-2,"contagion",1325908627094269952,"ClaudiaPavlovic",2020-11-09,"21:10:25",78,55,"Negativa"
"157","contagio",-2,"contagion",1325141858104696832,"ClaudiaPavlovic",2020-11-07,"18:23:33",86,50,"Negativa"
"158","contagio",-2,"contagion",1.324403932421e+18,"ClaudiaPavlovic",2020-11-05,"17:31:18",679,109,"Negativa"
"159","contagio",-2,"contagion",1324113143136718848,"ClaudiaPavlovic",2020-11-04,"22:15:48",86,52,"Negativa"
"160","contagio",-2,"contagion",1336870781813321728,"CelidaLopezc",2020-12-10,"03:10:06",33,9,"Negativa"
"161","contagio",-2,"contagion",1323456137149194240,"CelidaLopezc",2020-11-03,"02:45:06",129,19,"Negativa"
"162","contagio",-2,"contagions",1336855549493862400,"ClaudiaPavlovic",2020-12-10,"02:09:35",61,51,"Negativa"
"163","contagio",-2,"contagions",1331011687491792896,"ClaudiaPavlovic",2020-11-23,"23:08:09",78,47,"Negativa"
"164","contagio",-2,"contagions",1306679898073960448,"ClaudiaPavlovic",2020-09-17,"19:42:19",111,120,"Negativa"
"165","contagio",-2,"contagions",1336298472635392000,"lopezobrador_",2020-12-08,"13:15:57",8209,2096,"Negativa"
"166","contagio",-2,"contagions",1329839684416118784,"CelidaLopezc",2020-11-20,"17:31:02",157,79,"Negativa"
"167","contamina",-2,"polluter",1333787825351790592,"CelidaLopezc",2020-12-01,"14:59:32",230,99,"Negativa"
"168","contamina",-2,"pollutes",1333787825351790592,"CelidaLopezc",2020-12-01,"14:59:32",230,99,"Negativa"
"169","contaminar",-2,"pollute",1316804746418634752,"CelidaLopezc",2020-10-15,"18:14:51",109,53,"Negativa"
"170","contratar",1,"engage",1330677423608795136,"lopezobrador_",2020-11-23,"00:59:55",6946,1667,"Positiva"
"171","corté",2,"courteous",1313257930951585792,"ClaudiaPavlovic",2020-10-05,"23:21:04",1295,893,"Positiva"
"172","corté",2,"courteous",1309926780342431744,"ClaudiaPavlovic",2020-09-26,"18:44:16",490,166,"Positiva"
"173","crecimiento",2,"growth",1317587187915984896,"ClaudiaPavlovic",2020-10-17,"22:03:59",85,65,"Positiva"
"174","crecimiento",2,"growth",1314421146159206400,"ClaudiaPavlovic",2020-10-09,"04:23:16",173,136,"Positiva"
"175","crisi",-3,"crisis",1330549221485912064,"lopezobrador_",2020-11-22,"16:30:29",13883,3681,"Negativa"
"176","crisi",-3,"crisis",1308511992299302912,"lopezobrador_",2020-09-22,"21:02:24",18480,5268,"Negativa"
"177","crisi",-3,"crisis",1299404724572057600,"lopezobrador_",2020-08-28,"17:53:22",15872,4995,"Negativa"
"178","crítica",-2,"criticism",1325266009977090048,"lopezobrador_",2020-11-08,"02:36:53",8397,1942,"Negativa"
"179","crítico",-2,"critics",1299866569544052736,"lopezobrador_",2020-08-30,"00:28:35",22614,6326,"Negativa"
"180","cuidado",2,"care",1335398377924808704,"ClaudiaPavlovic",2020-12-06,"01:39:18",78,43,"Positiva"
"181","cuidado",2,"care",1327429791037804544,"ClaudiaPavlovic",2020-11-14,"01:54:59",73,58,"Positiva"
"182","cuidado",2,"care",1310435094545350656,"ClaudiaPavlovic",2020-09-28,"04:24:07",87,41,"Positiva"
"183","cuidado",2,"cares",1337465249335668736,"ClaudiaPavlovic",2020-12-11,"18:32:19",65,34,"Positiva"
"184","cuidado",2,"cares",1320902055989399552,"ClaudiaPavlovic",2020-10-27,"01:36:05",108,74,"Positiva"
"185","cuidado",2,"cares",1306750461752619008,"ClaudiaPavlovic",2020-09-18,"00:22:42",56,38,"Positiva"
"186","cumplido",2,"fulfilled",1322033786092179456,"ClaudiaPavlovic",2020-10-30,"04:33:11",248,171,"Positiva"
"187","cumplido",2,"fulfilled",1333787825351790592,"CelidaLopezc",2020-12-01,"14:59:32",230,99,"Positiva"
"188","cumplir",2,"fulfill",1312525554759856128,"ClaudiaPavlovic",2020-10-03,"22:50:52",233,166,"Positiva"
"189","débil",-2,"feeble",1314951592198590464,"CelidaLopezc",2020-10-10,"15:31:04",118,41,"Negativa"
"190","dedicado",2,"dedicated",1314282892994973696,"lopezobrador_",2020-10-08,"19:13:54",11280,3049,"Positiva"
"191","defensor",2,"defender",1313981776692424704,"lopezobrador_",2020-10-07,"23:17:22",21322,4445,"Positiva"
"192","déficit",-2,"deficit",1324338757902823424,"lopezobrador_",2020-11-05,"13:12:19",9571,2421,"Negativa"
"193","dejar",-1,"leave",1326736350175965184,"ClaudiaPavlovic",2020-11-12,"03:59:30",110,70,"Negativa"
"194","dejar",-1,"leave",1321308405248778240,"ClaudiaPavlovic",2020-10-28,"04:30:47",445,131,"Negativa"
"195","dejar",-1,"leave",1303472522894209024,"ClaudiaPavlovic",2020-09-08,"23:17:21",163,85,"Negativa"
"196","dejar",-1,"leave",1304504772914020352,"lopezobrador_",2020-09-11,"19:39:09",19478,3398,"Negativa"
"197","dejar",-1,"leave",1334642879147413504,"CelidaLopezc",2020-12-03,"23:37:13",175,57,"Negativa"
"198","dejar",-1,"leave",1316804746418634752,"CelidaLopezc",2020-10-15,"18:14:51",109,53,"Negativa"
"199","delito",-3,"felonies",1302755378963329024,"ClaudiaPavlovic",2020-09-06,"23:47:41",36,21,"Negativa"
"200","delito",-3,"felonies",1312001324809027584,"lopezobrador_",2020-10-02,"12:07:46",8581,2741,"Negativa"
"201","descuento",-1,"discounted",1303755373241827328,"ClaudiaPavlovic",2020-09-09,"18:01:18",71,48,"Negativa"
"202","deseo",1,"desire",1323456137149194240,"CelidaLopezc",2020-11-03,"02:45:06",129,19,"Positiva"
"203","deseo",1,"wish",1323456137149194240,"CelidaLopezc",2020-11-03,"02:45:06",129,19,"Positiva"
"204","deseo",1,"wishes",1323456137149194240,"CelidaLopezc",2020-11-03,"02:45:06",129,19,"Positiva"
"205","detener",-2,"detain",1307530526476185600,"CelidaLopezc",2020-09-20,"04:02:24",82,13,"Negativa"
"206","detener",-1,"stop",1307530526476185600,"CelidaLopezc",2020-09-20,"04:02:24",82,13,"Negativa"
"207","difícil",-1,"difficult",1330337021450092544,"ClaudiaPavlovic",2020-11-22,"02:27:17",74,40,"Negativa"
"208","difícil",-1,"difficult",1325297838394372096,"ClaudiaPavlovic",2020-11-08,"04:43:22",115,68,"Negativa"
"209","difícil",-1,"difficult",1315625938843963392,"lopezobrador_",2020-10-12,"12:10:41",5254,1762,"Negativa"
"210","difícil",-1,"hard",1330337021450092544,"ClaudiaPavlovic",2020-11-22,"02:27:17",74,40,"Negativa"
"211","difícil",-1,"hard",1325297838394372096,"ClaudiaPavlovic",2020-11-08,"04:43:22",115,68,"Negativa"
"212","difícil",-1,"hard",1315625938843963392,"lopezobrador_",2020-10-12,"12:10:41",5254,1762,"Negativa"
"213","difícil",-2,"uneasy",1330337021450092544,"ClaudiaPavlovic",2020-11-22,"02:27:17",74,40,"Negativa"
"214","difícil",-2,"uneasy",1325297838394372096,"ClaudiaPavlovic",2020-11-08,"04:43:22",115,68,"Negativa"
"215","difícil",-2,"uneasy",1315625938843963392,"lopezobrador_",2020-10-12,"12:10:41",5254,1762,"Negativa"
"216","digno",2,"worthy",1320716067203772416,"lopezobrador_",2020-10-26,"13:17:02",9387,2379,"Positiva"
"217","disfrutar",2,"enjoy",1310640169742217216,"ClaudiaPavlovic",2020-09-28,"17:59:01",28,13,"Positiva"
"218","disfrutar",2,"enjoy",1330921085391421440,"CelidaLopezc",2020-11-23,"17:08:08",148,71,"Positiva"
"219","divertido",3,"amused",1327306823599157248,"ClaudiaPavlovic",2020-11-13,"17:46:21",97,69,"Positiva"
"220","divertido",4,"fun",1327306823599157248,"ClaudiaPavlovic",2020-11-13,"17:46:21",97,69,"Positiva"
"221","dolor",-2,"ache",1304504772914020352,"lopezobrador_",2020-09-11,"19:39:09",19478,3398,"Negativa"
"222","dolor",-2,"ache",1331374809448640512,"CelidaLopezc",2020-11-24,"23:11:04",185,43,"Negativa"
"223","dolor",-2,"ache",1329998954386382848,"CelidaLopezc",2020-11-21,"04:03:55",132,8,"Negativa"
"224","dolor",-2,"ache",1326745064756928512,"CelidaLopezc",2020-11-12,"04:34:07",81,29,"Negativa"
"225","dolor",-2,"aching",1304504772914020352,"lopezobrador_",2020-09-11,"19:39:09",19478,3398,"Negativa"
"226","dolor",-2,"aching",1331374809448640512,"CelidaLopezc",2020-11-24,"23:11:04",185,43,"Negativa"
"227","dolor",-2,"aching",1329998954386382848,"CelidaLopezc",2020-11-21,"04:03:55",132,8,"Negativa"
"228","dolor",-2,"aching",1326745064756928512,"CelidaLopezc",2020-11-12,"04:34:07",81,29,"Negativa"
"229","dolor",-2,"grief",1304504772914020352,"lopezobrador_",2020-09-11,"19:39:09",19478,3398,"Negativa"
"230","dolor",-2,"grief",1331374809448640512,"CelidaLopezc",2020-11-24,"23:11:04",185,43,"Negativa"
"231","dolor",-2,"grief",1329998954386382848,"CelidaLopezc",2020-11-21,"04:03:55",132,8,"Negativa"
"232","dolor",-2,"grief",1326745064756928512,"CelidaLopezc",2020-11-12,"04:34:07",81,29,"Negativa"
"233","dolor",-2,"pain",1304504772914020352,"lopezobrador_",2020-09-11,"19:39:09",19478,3398,"Negativa"
"234","dolor",-2,"pain",1331374809448640512,"CelidaLopezc",2020-11-24,"23:11:04",185,43,"Negativa"
"235","dolor",-2,"pain",1329998954386382848,"CelidaLopezc",2020-11-21,"04:03:55",132,8,"Negativa"
"236","dolor",-2,"pain",1326745064756928512,"CelidaLopezc",2020-11-12,"04:34:07",81,29,"Negativa"
"237","dolor",-2,"sorrow",1304504772914020352,"lopezobrador_",2020-09-11,"19:39:09",19478,3398,"Negativa"
"238","dolor",-2,"sorrow",1331374809448640512,"CelidaLopezc",2020-11-24,"23:11:04",185,43,"Negativa"
