"","Palabra","Puntuacion","Word","id","screenName","Fecha","Hora","favoriteCount","retweetCount","Tipo"
"2034","transmisión",NA,NA,1334588508015648768,"ClaudiaPavlovic",2020-12-03,"20:01:10",15,7,NA
"2035","en",NA,NA,1334588508015648768,"ClaudiaPavlovic",2020-12-03,"20:01:10",15,7,NA
"2036","vivo",NA,NA,1334588508015648768,"ClaudiaPavlovic",2020-12-03,"20:01:10",15,7,NA
"2037","con",NA,NA,1334588508015648768,"ClaudiaPavlovic",2020-12-03,"20:01:10",15,7,NA
"2038","información",NA,NA,1334588508015648768,"ClaudiaPavlovic",2020-12-03,"20:01:10",15,7,NA
"2039","sobre",NA,NA,1334588508015648768,"ClaudiaPavlovic",2020-12-03,"20:01:10",15,7,NA
"2040","el",NA,NA,1334588508015648768,"ClaudiaPavlovic",2020-12-03,"20:01:10",15,7,NA
"2041","plan",NA,NA,1334588508015648768,"ClaudiaPavlovic",2020-12-03,"20:01:10",15,7,NA
"2042","de",NA,NA,1334588508015648768,"ClaudiaPavlovic",2020-12-03,"20:01:10",15,7,NA
"2043","reactivación",NA,NA,1334588508015648768,"ClaudiaPavlovic",2020-12-03,"20:01:10",15,7,NA
"2044","económica",NA,NA,1334588508015648768,"ClaudiaPavlovic",2020-12-03,"20:01:10",15,7,NA
"2045","para",NA,NA,1334588508015648768,"ClaudiaPavlovic",2020-12-03,"20:01:10",15,7,NA
"2046","sonora",NA,NA,1334588508015648768,"ClaudiaPavlovic",2020-12-03,"20:01:10",15,7,NA
"2047","en",NA,NA,1334585770221432832,"ClaudiaPavlovic",2020-12-03,"19:50:17",30,8,NA
"2048","uno",NA,NA,1334585770221432832,"ClaudiaPavlovic",2020-12-03,"19:50:17",30,8,NA
"2049","minuto",NA,NA,1334585770221432832,"ClaudiaPavlovic",2020-12-03,"19:50:17",30,8,NA
"2050","transmisión",NA,NA,1334585770221432832,"ClaudiaPavlovic",2020-12-03,"19:50:17",30,8,NA
"2051","en",NA,NA,1334585770221432832,"ClaudiaPavlovic",2020-12-03,"19:50:17",30,8,NA
"2052","vivo",NA,NA,1334585770221432832,"ClaudiaPavlovic",2020-12-03,"19:50:17",30,8,NA
"2053","con",NA,NA,1334585770221432832,"ClaudiaPavlovic",2020-12-03,"19:50:17",30,8,NA
"2054","información",NA,NA,1334585770221432832,"ClaudiaPavlovic",2020-12-03,"19:50:17",30,8,NA
"2055","sobre",NA,NA,1334585770221432832,"ClaudiaPavlovic",2020-12-03,"19:50:17",30,8,NA
"2056","el",NA,NA,1334585770221432832,"ClaudiaPavlovic",2020-12-03,"19:50:17",30,8,NA
"2057","plan",NA,NA,1334585770221432832,"ClaudiaPavlovic",2020-12-03,"19:50:17",30,8,NA
"2058","de",NA,NA,1334585770221432832,"ClaudiaPavlovic",2020-12-03,"19:50:17",30,8,NA
"2059","reactivación",NA,NA,1334585770221432832,"ClaudiaPavlovic",2020-12-03,"19:50:17",30,8,NA
"2060","económica",NA,NA,1334585770221432832,"ClaudiaPavlovic",2020-12-03,"19:50:17",30,8,NA
"2061","para",NA,NA,1334585770221432832,"ClaudiaPavlovic",2020-12-03,"19:50:17",30,8,NA
"2062","sonora",NA,NA,1334585770221432832,"ClaudiaPavlovic",2020-12-03,"19:50:17",30,8,NA
"2063","sigamossonora",NA,NA,1334585770221432832,"ClaudiaPavlovic",2020-12-03,"19:50:17",30,8,NA
"2064","hoy",NA,NA,1334540319669547008,"ClaudiaPavlovic",2020-12-03,"16:49:41",138,118,NA
"2065","en",NA,NA,1334540319669547008,"ClaudiaPavlovic",2020-12-03,"16:49:41",138,118,NA
"2066","el",NA,NA,1334540319669547008,"ClaudiaPavlovic",2020-12-03,"16:49:41",138,118,NA
"2067","día",NA,NA,1334540319669547008,"ClaudiaPavlovic",2020-12-03,"16:49:41",138,118,NA
"2068","internacional",NA,NA,1334540319669547008,"ClaudiaPavlovic",2020-12-03,"16:49:41",138,118,NA
"2069","de",NA,NA,1334540319669547008,"ClaudiaPavlovic",2020-12-03,"16:49:41",138,118,NA
"2070","la",NA,NA,1334540319669547008,"ClaudiaPavlovic",2020-12-03,"16:49:41",138,118,NA
"2071","persona",NA,NA,1334540319669547008,"ClaudiaPavlovic",2020-12-03,"16:49:41",138,118,NA
"2072","con",NA,NA,1334540319669547008,"ClaudiaPavlovic",2020-12-03,"16:49:41",138,118,NA
"2073","discapacidad",NA,NA,1334540319669547008,"ClaudiaPavlovic",2020-12-03,"16:49:41",138,118,NA
"2074","te",NA,NA,1334540319669547008,"ClaudiaPavlovic",2020-12-03,"16:49:41",138,118,NA
"2075","invito",NA,NA,1334540319669547008,"ClaudiaPavlovic",2020-12-03,"16:49:41",138,118,NA
"2076","a",NA,NA,1334540319669547008,"ClaudiaPavlovic",2020-12-03,"16:49:41",138,118,NA
"2077","recordar",NA,NA,1334540319669547008,"ClaudiaPavlovic",2020-12-03,"16:49:41",138,118,NA
"2078","la",NA,NA,1334540319669547008,"ClaudiaPavlovic",2020-12-03,"16:49:41",138,118,NA
"2079","de",NA,NA,1334540319669547008,"ClaudiaPavlovic",2020-12-03,"16:49:41",138,118,NA
"2080","la",NA,NA,1334540319669547008,"ClaudiaPavlovic",2020-12-03,"16:49:41",138,118,NA
"2081","inclusión",NA,NA,1334540319669547008,"ClaudiaPavlovic",2020-12-03,"16:49:41",138,118,NA
"2082","en",NA,NA,1334339030008393728,"ClaudiaPavlovic",2020-12-03,"03:29:50",120,116,NA
"2083","este",NA,NA,1334339030008393728,"ClaudiaPavlovic",2020-12-03,"03:29:50",120,116,NA
"2084","video",NA,NA,1334339030008393728,"ClaudiaPavlovic",2020-12-03,"03:29:50",120,116,NA
"2085","se",NA,NA,1334339030008393728,"ClaudiaPavlovic",2020-12-03,"03:29:50",120,116,NA
"2086","informa",NA,NA,1334339030008393728,"ClaudiaPavlovic",2020-12-03,"03:29:50",120,116,NA
"2087","cómo",NA,NA,1334339030008393728,"ClaudiaPavlovic",2020-12-03,"03:29:50",120,116,NA
"2088","y",NA,NA,1334339030008393728,"ClaudiaPavlovic",2020-12-03,"03:29:50",120,116,NA
"2089","de",NA,NA,1334339030008393728,"ClaudiaPavlovic",2020-12-03,"03:29:50",120,116,NA
"2090","qué",NA,NA,1334339030008393728,"ClaudiaPavlovic",2020-12-03,"03:29:50",120,116,NA
"2091","el",NA,NA,1334339030008393728,"ClaudiaPavlovic",2020-12-03,"03:29:50",120,116,NA
"2092","cubreboca",NA,NA,1334339030008393728,"ClaudiaPavlovic",2020-12-03,"03:29:50",120,116,NA
"2093","chécalo",NA,NA,1334339030008393728,"ClaudiaPavlovic",2020-12-03,"03:29:50",120,116,NA
"2094","y",NA,NA,1334339030008393728,"ClaudiaPavlovic",2020-12-03,"03:29:50",120,116,NA
"2095","compártelo",NA,NA,1334339030008393728,"ClaudiaPavlovic",2020-12-03,"03:29:50",120,116,NA
"2096","sigamossonora",NA,NA,1334339030008393728,"ClaudiaPavlovic",2020-12-03,"03:29:50",120,116,NA
"2097","transmisión",NA,NA,1334331780195708928,"ClaudiaPavlovic",2020-12-03,"03:01:01",31,16,NA
"2098","en",NA,NA,1334331780195708928,"ClaudiaPavlovic",2020-12-03,"03:01:01",31,16,NA
"2099","este",NA,NA,1334331780195708928,"ClaudiaPavlovic",2020-12-03,"03:01:01",31,16,NA
"2100","momento",NA,NA,1334331780195708928,"ClaudiaPavlovic",2020-12-03,"03:01:01",31,16,NA
"2101","con",NA,NA,1334331780195708928,"ClaudiaPavlovic",2020-12-03,"03:01:01",31,16,NA
"2102","información",NA,NA,1334331780195708928,"ClaudiaPavlovic",2020-12-03,"03:01:01",31,16,NA
"2103","reciente",NA,NA,1334331780195708928,"ClaudiaPavlovic",2020-12-03,"03:01:01",31,16,NA
"2104","sobre",NA,NA,1334331780195708928,"ClaudiaPavlovic",2020-12-03,"03:01:01",31,16,NA
"2105","sigamossonora",NA,NA,1334331780195708928,"ClaudiaPavlovic",2020-12-03,"03:01:01",31,16,NA
"2106","en",NA,NA,1334326544693530624,"ClaudiaPavlovic",2020-12-03,"02:40:13",31,7,NA
"2107","uno",NA,NA,1334326544693530624,"ClaudiaPavlovic",2020-12-03,"02:40:13",31,7,NA
"2108","minuto",NA,NA,1334326544693530624,"ClaudiaPavlovic",2020-12-03,"02:40:13",31,7,NA
"2109","transmisión",NA,NA,1334326544693530624,"ClaudiaPavlovic",2020-12-03,"02:40:13",31,7,NA
"2110","con",NA,NA,1334326544693530624,"ClaudiaPavlovic",2020-12-03,"02:40:13",31,7,NA
"2111","información",NA,NA,1334326544693530624,"ClaudiaPavlovic",2020-12-03,"02:40:13",31,7,NA
"2112","sobre",NA,NA,1334326544693530624,"ClaudiaPavlovic",2020-12-03,"02:40:13",31,7,NA
"2113","sigamossonora",NA,NA,1334326544693530624,"ClaudiaPavlovic",2020-12-03,"02:40:13",31,7,NA
"2114","lucho",NA,NA,1334259919172747264,"ClaudiaPavlovic",2020-12-02,"22:15:28",56,36,NA
"2115","dice",NA,NA,1334259919172747264,"ClaudiaPavlovic",2020-12-02,"22:15:28",56,36,NA
"2116","cómo",NA,NA,1334259919172747264,"ClaudiaPavlovic",2020-12-02,"22:15:28",56,36,NA
"2117","cuidarno",NA,NA,1334259919172747264,"ClaudiaPavlovic",2020-12-02,"22:15:28",56,36,NA
"2118","del",NA,NA,1334259919172747264,"ClaudiaPavlovic",2020-12-02,"22:15:28",56,36,NA
"2119","también",NA,NA,1334259919172747264,"ClaudiaPavlovic",2020-12-02,"22:15:28",56,36,NA
"2120","enseña",NA,NA,1334259919172747264,"ClaudiaPavlovic",2020-12-02,"22:15:28",56,36,NA
"2121","a",NA,NA,1334259919172747264,"ClaudiaPavlovic",2020-12-02,"22:15:28",56,36,NA
"2122","preparar",NA,NA,1334259919172747264,"ClaudiaPavlovic",2020-12-02,"22:15:28",56,36,NA
"2123","sanitizante",NA,NA,1334259919172747264,"ClaudiaPavlovic",2020-12-02,"22:15:28",56,36,NA
"2124","casero",NA,NA,1334259919172747264,"ClaudiaPavlovic",2020-12-02,"22:15:28",56,36,NA
"2125","chécalo",NA,NA,1334259919172747264,"ClaudiaPavlovic",2020-12-02,"22:15:28",56,36,NA
"2126","y",NA,NA,1334259919172747264,"ClaudiaPavlovic",2020-12-02,"22:15:28",56,36,NA
"2127","pre",NA,NA,1334259919172747264,"ClaudiaPavlovic",2020-12-02,"22:15:28",56,36,NA
"2128","acuérdate",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2129","que",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2130","mantener",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2131","una",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2132","sana",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2133","distancia",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2134","cuando",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2135","tenga",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2136","que",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2137","salir",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2138","e",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2139","una",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2140","de",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2141","la",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2142","accione",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2143","que",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2144","má",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2145","ayudan",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2146","a",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2147","prevenir",NA,NA,1334188418792902656,"ClaudiaPavlovic",2020-12-02,"17:31:21",61,42,NA
"2148","aún",NA,NA,1333978486088851456,"ClaudiaPavlovic",2020-12-02,"03:37:09",72,46,NA
"2149","tenemo",NA,NA,1333978486088851456,"ClaudiaPavlovic",2020-12-02,"03:37:09",72,46,NA
"2150","una",NA,NA,1333978486088851456,"ClaudiaPavlovic",2020-12-02,"03:37:09",72,46,NA
"2151","vacuna",NA,NA,1333978486088851456,"ClaudiaPavlovic",2020-12-02,"03:37:09",72,46,NA
"2152","para",NA,NA,1333978486088851456,"ClaudiaPavlovic",2020-12-02,"03:37:09",72,46,NA
"2153","el",NA,NA,1333978486088851456,"ClaudiaPavlovic",2020-12-02,"03:37:09",72,46,NA
"2154","pero",NA,NA,1333978486088851456,"ClaudiaPavlovic",2020-12-02,"03:37:09",72,46,NA
"2155","como",NA,NA,1333978486088851456,"ClaudiaPavlovic",2020-12-02,"03:37:09",72,46,NA
"2156","recuerda",NA,NA,1333978486088851456,"ClaudiaPavlovic",2020-12-02,"03:37:09",72,46,NA
"2157","el",NA,NA,1333978486088851456,"ClaudiaPavlovic",2020-12-02,"03:37:09",72,46,NA
"2158","dr",NA,NA,1333978486088851456,"ClaudiaPavlovic",2020-12-02,"03:37:09",72,46,NA
"2159","josé",NA,NA,1333978486088851456,"ClaudiaPavlovic",2020-12-02,"03:37:09",72,46,NA
"2160","francisco",NA,NA,1333978486088851456,"ClaudiaPavlovic",2020-12-02,"03:37:09",72,46,NA
"2161","lam",NA,NA,1333978486088851456,"ClaudiaPavlovic",2020-12-02,"03:37:09",72,46,NA
"2162","hay",NA,NA,1333978486088851456,"ClaudiaPavlovic",2020-12-02,"03:37:09",72,46,NA
"2163","medida",NA,NA,1333978486088851456,"ClaudiaPavlovic",2020-12-02,"03:37:09",72,46,NA
"2164","de",NA,NA,1333978486088851456,"ClaudiaPavlovic",2020-12-02,"03:37:09",72,46,NA
"2165","hig",NA,NA,1333978486088851456,"ClaudiaPavlovic",2020-12-02,"03:37:09",72,46,NA
"2166","transmisión",NA,NA,1333969337091305472,"ClaudiaPavlovic",2020-12-02,"03:00:48",24,19,NA
"2167","en",NA,NA,1333969337091305472,"ClaudiaPavlovic",2020-12-02,"03:00:48",24,19,NA
"2168","este",NA,NA,1333969337091305472,"ClaudiaPavlovic",2020-12-02,"03:00:48",24,19,NA
"2169","momento",NA,NA,1333969337091305472,"ClaudiaPavlovic",2020-12-02,"03:00:48",24,19,NA
"2170","con",NA,NA,1333969337091305472,"ClaudiaPavlovic",2020-12-02,"03:00:48",24,19,NA
"2171","información",NA,NA,1333969337091305472,"ClaudiaPavlovic",2020-12-02,"03:00:48",24,19,NA
"2172","reciente",NA,NA,1333969337091305472,"ClaudiaPavlovic",2020-12-02,"03:00:48",24,19,NA
"2173","sobre",NA,NA,1333969337091305472,"ClaudiaPavlovic",2020-12-02,"03:00:48",24,19,NA
"2174","sigamossonora",NA,NA,1333969337091305472,"ClaudiaPavlovic",2020-12-02,"03:00:48",24,19,NA
"2175","en",NA,NA,1333964187899363328,"ClaudiaPavlovic",2020-12-02,"02:40:20",29,12,NA
"2176","uno",NA,NA,1333964187899363328,"ClaudiaPavlovic",2020-12-02,"02:40:20",29,12,NA
"2177","minuto",NA,NA,1333964187899363328,"ClaudiaPavlovic",2020-12-02,"02:40:20",29,12,NA
"2178","transmisión",NA,NA,1333964187899363328,"ClaudiaPavlovic",2020-12-02,"02:40:20",29,12,NA
"2179","con",NA,NA,1333964187899363328,"ClaudiaPavlovic",2020-12-02,"02:40:20",29,12,NA
"2180","información",NA,NA,1333964187899363328,"ClaudiaPavlovic",2020-12-02,"02:40:20",29,12,NA
"2181","sobre",NA,NA,1333964187899363328,"ClaudiaPavlovic",2020-12-02,"02:40:20",29,12,NA
"2182","sigamossonora",NA,NA,1333964187899363328,"ClaudiaPavlovic",2020-12-02,"02:40:20",29,12,NA
"2183","llegó",NA,NA,1333949695559753728,"ClaudiaPavlovic",2020-12-02,"01:42:45",40,29,NA
"2184","la",NA,NA,1333949695559753728,"ClaudiaPavlovic",2020-12-02,"01:42:45",40,29,NA
"2185","época",NA,NA,1333949695559753728,"ClaudiaPavlovic",2020-12-02,"01:42:45",40,29,NA
"2186","del",NA,NA,1333949695559753728,"ClaudiaPavlovic",2020-12-02,"01:42:45",40,29,NA
"2187","año",NA,NA,1333949695559753728,"ClaudiaPavlovic",2020-12-02,"01:42:45",40,29,NA
"2188","que",NA,NA,1333949695559753728,"ClaudiaPavlovic",2020-12-02,"01:42:45",40,29,NA
"2189","la",NA,NA,1333949695559753728,"ClaudiaPavlovic",2020-12-02,"01:42:45",40,29,NA
"2190","pandemia",NA,NA,1333949695559753728,"ClaudiaPavlovic",2020-12-02,"01:42:45",40,29,NA
"2191","quite",NA,NA,1333949695559753728,"ClaudiaPavlovic",2020-12-02,"01:42:45",40,29,NA
"2192","el",NA,NA,1333949695559753728,"ClaudiaPavlovic",2020-12-02,"01:42:45",40,29,NA
"2193","navideño",NA,NA,1333949695559753728,"ClaudiaPavlovic",2020-12-02,"01:42:45",40,29,NA
"2194","y",NA,NA,1333949695559753728,"ClaudiaPavlovic",2020-12-02,"01:42:45",40,29,NA
"2195","disfrutemo",NA,NA,1333949695559753728,"ClaudiaPavlovic",2020-12-02,"01:42:45",40,29,NA
"2196","con",NA,NA,1333949695559753728,"ClaudiaPavlovic",2020-12-02,"01:42:45",40,29,NA
"2197","todo",NA,NA,1333949695559753728,"ClaudiaPavlovic",2020-12-02,"01:42:45",40,29,NA
"2198","lo",NA,NA,1333949695559753728,"ClaudiaPavlovic",2020-12-02,"01:42:45",40,29,NA
"2199","cuida",NA,NA,1333949695559753728,"ClaudiaPavlovic",2020-12-02,"01:42:45",40,29,NA
"2200","transmisión",NA,NA,1333864067593736192,"ClaudiaPavlovic",2020-12-01,"20:02:30",25,13,NA
"2201","en",NA,NA,1333864067593736192,"ClaudiaPavlovic",2020-12-01,"20:02:30",25,13,NA
"2202","vivo",NA,NA,1333864067593736192,"ClaudiaPavlovic",2020-12-01,"20:02:30",25,13,NA
"2203","con",NA,NA,1333864067593736192,"ClaudiaPavlovic",2020-12-01,"20:02:30",25,13,NA
"2204","información",NA,NA,1333864067593736192,"ClaudiaPavlovic",2020-12-01,"20:02:30",25,13,NA
"2205","sobre",NA,NA,1333864067593736192,"ClaudiaPavlovic",2020-12-01,"20:02:30",25,13,NA
"2206","el",NA,NA,1333864067593736192,"ClaudiaPavlovic",2020-12-01,"20:02:30",25,13,NA
"2207","plan",NA,NA,1333864067593736192,"ClaudiaPavlovic",2020-12-01,"20:02:30",25,13,NA
"2208","de",NA,NA,1333864067593736192,"ClaudiaPavlovic",2020-12-01,"20:02:30",25,13,NA
"2209","reactivación",NA,NA,1333864067593736192,"ClaudiaPavlovic",2020-12-01,"20:02:30",25,13,NA
"2210","económica",NA,NA,1333864067593736192,"ClaudiaPavlovic",2020-12-01,"20:02:30",25,13,NA
"2211","para",NA,NA,1333864067593736192,"ClaudiaPavlovic",2020-12-01,"20:02:30",25,13,NA
"2212","sonora",NA,NA,1333864067593736192,"ClaudiaPavlovic",2020-12-01,"20:02:30",25,13,NA
"2213","en",NA,NA,1333861023594364928,"ClaudiaPavlovic",2020-12-01,"19:50:24",33,11,NA
"2214","uno",NA,NA,1333861023594364928,"ClaudiaPavlovic",2020-12-01,"19:50:24",33,11,NA
"2215","minuto",NA,NA,1333861023594364928,"ClaudiaPavlovic",2020-12-01,"19:50:24",33,11,NA
"2216","transmisión",NA,NA,1333861023594364928,"ClaudiaPavlovic",2020-12-01,"19:50:24",33,11,NA
"2217","en",NA,NA,1333861023594364928,"ClaudiaPavlovic",2020-12-01,"19:50:24",33,11,NA
"2218","vivo",NA,NA,1333861023594364928,"ClaudiaPavlovic",2020-12-01,"19:50:24",33,11,NA
"2219","con",NA,NA,1333861023594364928,"ClaudiaPavlovic",2020-12-01,"19:50:24",33,11,NA
"2220","información",NA,NA,1333861023594364928,"ClaudiaPavlovic",2020-12-01,"19:50:24",33,11,NA
"2221","sobre",NA,NA,1333861023594364928,"ClaudiaPavlovic",2020-12-01,"19:50:24",33,11,NA
"2222","el",NA,NA,1333861023594364928,"ClaudiaPavlovic",2020-12-01,"19:50:24",33,11,NA
"2223","plan",NA,NA,1333861023594364928,"ClaudiaPavlovic",2020-12-01,"19:50:24",33,11,NA
"2224","de",NA,NA,1333861023594364928,"ClaudiaPavlovic",2020-12-01,"19:50:24",33,11,NA
"2225","reactivación",NA,NA,1333861023594364928,"ClaudiaPavlovic",2020-12-01,"19:50:24",33,11,NA
"2226","económica",NA,NA,1333861023594364928,"ClaudiaPavlovic",2020-12-01,"19:50:24",33,11,NA
"2227","para",NA,NA,1333861023594364928,"ClaudiaPavlovic",2020-12-01,"19:50:24",33,11,NA
"2228","sonora",NA,NA,1333861023594364928,"ClaudiaPavlovic",2020-12-01,"19:50:24",33,11,NA
"2229","sigamossonora",NA,NA,1333861023594364928,"ClaudiaPavlovic",2020-12-01,"19:50:24",33,11,NA
"2230","en",NA,NA,1333835385626107904,"ClaudiaPavlovic",2020-12-01,"18:08:32",64,40,NA
"2231","el",NA,NA,1333835385626107904,"ClaudiaPavlovic",2020-12-01,"18:08:32",64,40,NA
"2232","día",NA,NA,1333835385626107904,"ClaudiaPavlovic",2020-12-01,"18:08:32",64,40,NA
"2233","mundial",NA,NA,1333835385626107904,"ClaudiaPavlovic",2020-12-01,"18:08:32",64,40,NA
"2234","de",NA,NA,1333835385626107904,"ClaudiaPavlovic",2020-12-01,"18:08:32",64,40,NA
"2235","la",NA,NA,1333835385626107904,"ClaudiaPavlovic",2020-12-01,"18:08:32",64,40,NA
"2236","contra",NA,NA,1333835385626107904,"ClaudiaPavlovic",2020-12-01,"18:08:32",64,40,NA
"2237","el",NA,NA,1333835385626107904,"ClaudiaPavlovic",2020-12-01,"18:08:32",64,40,NA
"2238","sida",NA,NA,1333835385626107904,"ClaudiaPavlovic",2020-12-01,"18:08:32",64,40,NA
"2239","e",NA,NA,1333835385626107904,"ClaudiaPavlovic",2020-12-01,"18:08:32",64,40,NA
"2240","sensibilizarno",NA,NA,1333835385626107904,"ClaudiaPavlovic",2020-12-01,"18:08:32",64,40,NA
"2241","e",NA,NA,1333835385626107904,"ClaudiaPavlovic",2020-12-01,"18:08:32",64,40,NA
"2242","informarno",NA,NA,1333835385626107904,"ClaudiaPavlovic",2020-12-01,"18:08:32",64,40,NA
"2243","sobre",NA,NA,1333835385626107904,"ClaudiaPavlovic",2020-12-01,"18:08:32",64,40,NA
"2244","esta",NA,NA,1333835385626107904,"ClaudiaPavlovic",2020-12-01,"18:08:32",64,40,NA
"2245","te",NA,NA,1333835385626107904,"ClaudiaPavlovic",2020-12-01,"18:08:32",64,40,NA
"2246","mucha",NA,NA,1333624197847855104,"ClaudiaPavlovic",2020-12-01,"04:09:20",229,139,NA
"2247","abraham",NA,NA,1333624197847855104,"ClaudiaPavlovic",2020-12-01,"04:09:20",229,139,NA
"2248","eduardo",NA,NA,1333624197847855104,"ClaudiaPavlovic",2020-12-01,"04:09:20",229,139,NA
"2249","por",NA,NA,1333624197847855104,"ClaudiaPavlovic",2020-12-01,"04:09:20",229,139,NA
"2250","haber",NA,NA,1333624197847855104,"ClaudiaPavlovic",2020-12-01,"04:09:20",229,139,NA
"2251","obtenido",NA,NA,1333624197847855104,"ClaudiaPavlovic",2020-12-01,"04:09:20",229,139,NA
"2252","la",NA,NA,1333624197847855104,"ClaudiaPavlovic",2020-12-01,"04:09:20",229,139,NA
"2253","de",NA,NA,1333624197847855104,"ClaudiaPavlovic",2020-12-01,"04:09:20",229,139,NA
"2254","plata",NA,NA,1333624197847855104,"ClaudiaPavlovic",2020-12-01,"04:09:20",229,139,NA
"2255","en",NA,NA,1333624197847855104,"ClaudiaPavlovic",2020-12-01,"04:09:20",229,139,NA
"2256","la",NA,NA,1333624197847855104,"ClaudiaPavlovic",2020-12-01,"04:09:20",229,139,NA
"2257","olimpiada",NA,NA,1333624197847855104,"ClaudiaPavlovic",2020-12-01,"04:09:20",229,139,NA
"2258","mexicana",NA,NA,1333624197847855104,"ClaudiaPavlovic",2020-12-01,"04:09:20",229,139,NA
"2259","de",NA,NA,1333624197847855104,"ClaudiaPavlovic",2020-12-01,"04:09:20",229,139,NA
"2260","informática",NA,NA,1333624197847855104,"ClaudiaPavlovic",2020-12-01,"04:09:20",229,139,NA
"2261","transmisión",NA,NA,1333607125235339264,"ClaudiaPavlovic",2020-12-01,"03:01:30",22,16,NA
"2262","en",NA,NA,1333607125235339264,"ClaudiaPavlovic",2020-12-01,"03:01:30",22,16,NA
"2263","este",NA,NA,1333607125235339264,"ClaudiaPavlovic",2020-12-01,"03:01:30",22,16,NA
"2264","momento",NA,NA,1333607125235339264,"ClaudiaPavlovic",2020-12-01,"03:01:30",22,16,NA
"2265","con",NA,NA,1333607125235339264,"ClaudiaPavlovic",2020-12-01,"03:01:30",22,16,NA
"2266","información",NA,NA,1333607125235339264,"ClaudiaPavlovic",2020-12-01,"03:01:30",22,16,NA
"2267","reciente",NA,NA,1333607125235339264,"ClaudiaPavlovic",2020-12-01,"03:01:30",22,16,NA
"2268","sobre",NA,NA,1333607125235339264,"ClaudiaPavlovic",2020-12-01,"03:01:30",22,16,NA
"2269","sigamossonora",NA,NA,1333607125235339264,"ClaudiaPavlovic",2020-12-01,"03:01:30",22,16,NA
"2270","en",NA,NA,1333601927674822656,"ClaudiaPavlovic",2020-12-01,"02:40:51",21,6,NA
"2271","uno",NA,NA,1333601927674822656,"ClaudiaPavlovic",2020-12-01,"02:40:51",21,6,NA
"2272","minuto",NA,NA,1333601927674822656,"ClaudiaPavlovic",2020-12-01,"02:40:51",21,6,NA
"2273","transmisión",NA,NA,1333601927674822656,"ClaudiaPavlovic",2020-12-01,"02:40:51",21,6,NA
"2274","con",NA,NA,1333601927674822656,"ClaudiaPavlovic",2020-12-01,"02:40:51",21,6,NA
"2275","información",NA,NA,1333601927674822656,"ClaudiaPavlovic",2020-12-01,"02:40:51",21,6,NA
"2276","sobre",NA,NA,1333601927674822656,"ClaudiaPavlovic",2020-12-01,"02:40:51",21,6,NA
"2277","sigamossonora",NA,NA,1333601927674822656,"ClaudiaPavlovic",2020-12-01,"02:40:51",21,6,NA
"2278","prestemo",NA,NA,1333535969895718912,"ClaudiaPavlovic",2020-11-30,"22:18:45",148,82,NA
"2279","atención",NA,NA,1333535969895718912,"ClaudiaPavlovic",2020-11-30,"22:18:45",148,82,NA
"2280","a",NA,NA,1333535969895718912,"ClaudiaPavlovic",2020-11-30,"22:18:45",148,82,NA
"2281","lo",NA,NA,1333535969895718912,"ClaudiaPavlovic",2020-11-30,"22:18:45",148,82,NA
"2282","consejo",NA,NA,1333535969895718912,"ClaudiaPavlovic",2020-11-30,"22:18:45",148,82,NA
"2283","del",NA,NA,1333535969895718912,"ClaudiaPavlovic",2020-11-30,"22:18:45",148,82,NA
"2284","dr",NA,NA,1333535969895718912,"ClaudiaPavlovic",2020-11-30,"22:18:45",148,82,NA
"2285","gilbertoungson",NA,NA,1333535969895718912,"ClaudiaPavlovic",2020-11-30,"22:18:45",148,82,NA
